,Movie_name,Popularity,rating,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
213,Pink Floyd - The Wall (1982),0.193825043,3.350877193,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
214,Field of Dreams (1989),0.361921098,3.698113208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215,When Harry Met Sally... (1989),0.495711835,3.910344828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
216,Bram Stoker's Dracula (1992),0.204116638,3.158333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
217,Cape Fear (1991),0.291595197,3.456140351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
218,"Nightmare on Elm Street, A (1984)",0.188679245,3.171171171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,"Mirror Has Two Faces, The (1996)",0.111492281,3.363636364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
220,Breaking the Waves (1996),0.125214408,3.72972973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,Star Trek: First Contact (1996),0.624356775,3.660273973,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,Sling Blade (1996),0.231560892,4.198529412,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
223,Ridicule (1996),0.073756432,3.704545455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,101 Dalmatians (1996),0.185248714,2.908256881,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Die Hard 2 (1990),0.283018868,3.355421687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,Star Trek VI: The Undiscovered Country (1991),0.274442539,3.279503106,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,Star Trek: The Wrath of Khan (1982),0.416809605,3.81557377,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,Star Trek III: The Search for Spock (1984),0.291595197,3.111111111,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,Star Trek IV: The Voyage Home (1986),0.339622642,3.447236181,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,Batman Returns (1992),0.241852487,2.683098592,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
231,Young Guns (1988),0.171526587,3.207920792,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
232,Under Siege (1992),0.210977702,3.290322581,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Jaws (1975),0.478559177,3.775,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
234,Mars Attacks! (1996),0.370497427,2.847926267,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
235,Citizen Ruth (1996),0.075471698,3.622222222,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
236,Jerry Maguire (1996),0.656946827,3.7109375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
237,Raising Arizona (1987),0.437392796,3.875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Sneakers (1992),0.255574614,3.513333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
239,Beavis and Butt-head Do America (1996),0.265866209,2.788461538,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"Last of the Mohicans, The (1992)",0.217838765,3.546875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
241,Kolya (1996),0.19897084,3.991452991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Jungle2Jungle (1997),0.224699828,2.439393939,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Smilla's Sense of Snow (1997),0.080617496,3.166666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
244,"Devil's Own, The (1997)",0.409948542,3.108333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
245,Chasing Amy (1997),0.210977702,3.935483871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
246,Turbo: A Power Rangers Movie (1997),0.006861063,1.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Grosse Pointe Blank (1997),0.272727273,3.675,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
248,Austin Powers: International Man of Mystery (1997),0.221269297,3.246153846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"Fifth Element, The (1997)",0.33619211,3.47715736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,Shall We Dance? (1996),0.077186964,4.260869565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"Lost World: Jurassic Park, The (1997)",0.269296741,2.943037975,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
252,"Pillow Book, The (1995)",0.042881647,3.692307692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
253,Batman & Robin (1997),0.104631218,2.451612903,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,My Best Friend's Wedding (1997),0.293310463,3.360465116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
255,When the Cats Away (Chacun cherche son chat) (1996),0.025728988,3.5625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
256,Men in Black (1997),0.518010292,3.745874587,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
257,Contact (1997),0.87135506,3.803536346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
258,George of the Jungle (1997),0.276157804,2.685185185,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Event Horizon (1997),0.216123499,2.57480315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
260,Air Bud (1997),0.072041166,2.558139535,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
261,In the Company of Men (1997),0.111492281,3.712121212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262,Steel (1997),0.030874786,2.157894737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Mimic (1997),0.171526587,2.742574257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
264,"Hunt for Red October, The (1990)",0.387650086,3.863436123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265,Kull the Conqueror (1997),0.058319039,2.714285714,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,unknown,0.013722127,3.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Chasing Amy (1997),0.43567753,3.792156863,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
268,"Full Monty, The (1997)",0.538593482,3.926984127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Gattaca (1997),0.231560892,3.595588235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
270,Starship Troopers (1997),0.360205832,3.232227488,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
271,Good Will Hunting (1997),0.337907376,4.262626263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
272,Heat (1995),0.380789022,3.569506726,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
273,Sabrina (1995),0.324185249,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
274,Sense and Sensibility (1995),0.457975986,4.01119403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
275,Leaving Las Vegas (1995),0.509433962,3.697986577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
276,Restoration (1995),0.120068611,3.464788732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277,Bed of Roses (1996),0.101200686,3.233333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
278,Once Upon a Time... When We Were Colored (1995),0.046312178,3.285714286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
279,Up Close and Personal (1996),0.144082333,3.188235294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
280,"River Wild, The (1994)",0.248713551,3.143835616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
281,"Time to Kill, A (1996)",0.396226415,3.685344828,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,Emma (1996),0.301886792,3.717514124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
283,Tin Cup (1996),0.329331046,3.160621762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
284,Secrets & Lies (1996),0.276157804,4.265432099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,"English Patient, The (1996)",0.823327616,3.656964657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
286,Marvin's Room (1996),0.132075472,3.58974359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
287,Scream (1996),0.818181818,3.441422594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
288,Evita (1996),0.442538593,2.980694981,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
289,Fierce Creatures (1997),0.162950257,3.114583333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Absolute Power (1997),0.216123499,3.37007874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
291,Rosewood (1997),0.193825043,3.666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,Donnie Brasco (1997),0.250428816,3.802721088,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
293,Liar Liar (1997),0.830188679,3.156701031,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Breakdown (1997),0.130360206,3.402597403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,"Promesse, La (1996)",0.008576329,3.333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
296,Ulee's Gold (1997),0.084048027,3.96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,Face/Off (1997),0.331046312,3.768041237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
298,Hoodlum (1997),0.123499142,2.931506849,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
299,Air Force One (1997),0.737564322,3.631090487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,In & Out (1997),0.392795883,3.304347826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,L.A. Confidential (1997),0.507718696,4.161616162,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
302,Ulee's Gold (1997),0.22813036,3.686567164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
303,Fly Away Home (1996),0.253859348,3.536912752,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"Ice Storm, The (1997)",0.147512864,3.643678161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",0.162950257,3.947916667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
306,"Devil's Advocate, The (1997)",0.320754717,3.515957447,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
307,FairyTale: A True Story (1997),0.04974271,2.966666667,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
308,Deceiver (1997),0.046312178,2.857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,"Rainmaker, The (1997)",0.246998285,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,"Wings of the Dove, The (1997)",0.126929674,3.68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
311,Midnight in the Garden of Good and Evil (1997),0.135506003,3.1625,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
312,Titanic (1997),0.598627787,4.245714286,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
313,3 Ninjas: High Noon At Mega Mountain (1998),0.006861063,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Apt Pupil (1998),0.272727273,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
315,As Good As It Gets (1997),0.190394511,4.196428571,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
316,In the Name of the Father (1993),0.173241852,3.911764706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
317,Schindler's List (1993),0.509433962,4.466442953,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
318,Everyone Says I Love You (1996),0.2864494,3.273809524,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
319,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0.032590051,4.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,Mother (1996),0.288164666,3.130177515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Murder at 1600 (1997),0.372212693,3.087155963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
322,Dante's Peak (1997),0.409948542,2.933333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323,Lost Highway (1997),0.212692967,3.136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
324,Crash (1996),0.217838765,2.546875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
325,G.I. Jane (1997),0.298456261,3.36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
326,Cop Land (1997),0.298456261,3.377142857,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
327,Conspiracy Theory (1997),0.504288165,3.423728814,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
328,Desperate Measures (1998),0.075471698,3.333333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
329,187 (1997),0.068610635,3.024390244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,"Edge, The (1997)",0.192109777,3.539823009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
331,Kiss the Girls (1997),0.243567753,3.461538462,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
332,"Game, The (1997)",0.428816467,3.593625498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
333,U Turn (1997),0.10806175,3.359375,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
334,How to Be a Player (1997),0.034305317,2.761904762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Playing God (1997),0.072041166,2.627906977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
336,"House of Yes, The (1997)",0.02915952,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
337,Bean (1997),0.154373928,2.659340659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Mad City (1997),0.07890223,3.255319149,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
339,Boogie Nights (1997),0.322469983,3.587301587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340,Critical Care (1997),0.017152659,3.090909091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
341,"Man Who Knew Too Little, The (1997)",0.087478559,2.923076923,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
342,Alien: Resurrection (1997),0.210977702,3.096774194,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
343,"Apostle, The (1997)",0.092624357,3.654545455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,Deconstructing Harry (1997),0.109777015,3.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
345,Jackie Brown (1997),0.214408233,3.642857143,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
346,Wag the Dog (1997),0.233276158,3.510948905,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
347,Desperate Measures (1998),0.044596913,3.296296296,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
348,Hard Rain (1998),0.051457976,2.903225806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,Fallen (1998),0.068610635,3.146341463,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
350,"Prophecy II, The (1998)",0.032590051,2.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
351,Spice World (1997),0.042881647,2.115384615,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
352,Deep Rising (1998),0.022298456,2.428571429,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
353,"Wedding Singer, The (1998)",0.121783877,3.486111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
354,Sphere (1998),0.068610635,2.926829268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
355,"Client, The (1994)",0.164665523,3.381443299,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
356,One Flew Over the Cuckoo's Nest (1975),0.451114923,4.291666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,Spawn (1997),0.243567753,2.615384615,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
358,"Assignment, The (1997)",0.02915952,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,Wonderland (1997),0.015437393,3.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,Incognito (1997),0.015437393,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
361,Blues Brothers 2000 (1998),0.046312178,2.821428571,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
362,Sudden Death (1995),0.07890223,2.723404255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Ace Ventura: When Nature Calls (1995),0.061749571,2.675675676,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Powder (1995),0.080617496,3.208333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,Dangerous Minds (1995),0.07890223,3.340425532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,Clueless (1995),0.289879931,3.458823529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Bio-Dome (1996),0.051457976,1.903225806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Black Sheep (1996),0.092624357,2.636363636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Mary Reilly (1996),0.065180103,2.820512821,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
370,"Bridges of Madison County, The (1995)",0.113207547,3.164179104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
371,Jeffrey (1995),0.056603774,3.529411765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
372,Judge Dredd (1995),0.065180103,2.897435897,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373,Mighty Morphin Power Rangers: The Movie (1995),0.017152659,2.272727273,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Showgirls (1995),0.037735849,1.956521739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375,Houseguest (1994),0.039451115,2.833333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Heavyweights (1994),0.02058319,2.153846154,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Miracle on 34th Street (1994),0.171526587,3.722772277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
378,Tales From the Crypt Presents: Demon Knight (1995),0.072041166,2.976744186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
379,Star Trek: Generations (1994),0.197255575,3.336206897,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
380,Muriel's Wedding (1994),0.169811321,3.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
381,"Adventures of Priscilla, Queen of the Desert, The (1994)",0.188679245,3.594594595,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
382,"Flintstones, The (1994)",0.051457976,2.064516129,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Naked Gun 33 1/3: The Final Insult (1994),0.116638079,2.782608696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,True Lies (1994),0.355060034,3.5625,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
385,Addams Family Values (1993),0.147512864,2.816091954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,"Age of Innocence, The (1993)",0.109777015,3.384615385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
387,Beverly Hills Cop III (1994),0.046312178,2.392857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Black Beauty (1994),0.044596913,3.444444444,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Fear of a Black Hat (1993),0.015437393,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Last Action Hero (1993),0.09948542,2.745762712,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,"Man Without a Face, The (1993)",0.114922813,3.544117647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,Mrs. Doubtfire (1993),0.32761578,3.411458333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Radioland Murders (1994),0.018867925,3.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
394,Robin Hood: Men in Tights (1993),0.094339623,2.589285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,Serial Mom (1994),0.090909091,2.814814815,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
396,Striking Distance (1993),0.018867925,2.583333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Super Mario Bros. (1993),0.042881647,2.076923077,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,"Three Musketeers, The (1993)",0.150943396,3.303370787,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"Little Rascals, The (1994)",0.02915952,2.722222222,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,"Brady Bunch Movie, The (1995)",0.12864494,2.802631579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Ghost (1990),0.289879931,3.464705882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
402,Batman (1989),0.343053173,3.427860697,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
403,Pinocchio (1940),0.171526587,3.673267327,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Mission: Impossible (1996),0.588336192,3.313953488,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
405,Thinner (1996),0.082332762,2.448979592,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
406,Spy Hard (1996),0.072041166,2.511627907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407,"Close Shave, A (1995)",0.190394511,4.491071429,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
408,Jack (1996),0.118353345,3.142857143,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
409,Kingpin (1996),0.276157804,3.12962963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,"Nutty Professor, The (1996)",0.27787307,2.914110429,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
411,"Very Brady Sequel, A (1996)",0.15780446,2.397849462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,Tales from the Crypt Presents: Bordello of Blood (1996),0.092624357,2.636363636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,My Favorite Year (1982),0.104631218,3.532258065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,"Apple Dumpling Gang, The (1975)",0.041166381,2.84,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
415,Old Yeller (1957),0.10806175,3.484375,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,"Parent Trap, The (1961)",0.123499142,3.095890411,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,Cinderella (1950),0.219554031,3.581395349,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
418,Mary Poppins (1964),0.303602058,3.724719101,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
419,Alice in Wonderland (1951),0.137221269,3.666666667,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
420,William Shakespeare's Romeo and Juliet (1996),0.180102916,3.594339623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
421,Aladdin and the King of Thieves (1996),0.042881647,2.846153846,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,E.T. the Extra-Terrestrial (1982),0.512864494,3.833333333,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
423,Children of the Corn: The Gathering (1996),0.030874786,1.315789474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424,Bob Roberts (1992),0.144082333,3.741176471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,"Transformers: The Movie, The (1986)",0.053173242,2.84375,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
426,To Kill a Mockingbird (1962),0.373927959,4.292237443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
427,Harold and Maude (1971),0.205831904,3.818181818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428,"Day the Earth Stood Still, The (1951)",0.164665523,3.93814433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
